pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
CBat	dDocent_Contig_14751	1	1000	0.0015236918642061	122	592	388530	460
AHam	dDocent_Contig_14758	1	1000	0.00161663739422	123	81	50104	876
CBat	dDocent_Contig_14758	1	1000	0.0015517884361726	123	620	399539	358
AHam	dDocent_Contig_14760	1	1000	0.0009921689521987	135	56	56442	904
CBat	dDocent_Contig_14760	1	1000	0.0	135	0	457804	156
AHam	dDocent_Contig_14767	1	1000	0.0	89	0	54430	48
CBat	dDocent_Contig_14767	1	1000	0.0	89	0	308109	26
AHam	dDocent_Contig_14768	1	1000	0.0	96	0	28099	1234
CBat	dDocent_Contig_14768	1	1000	0.0	96	0	264582	940
AHam	dDocent_Contig_14769	1	1000	0.0057589067837969	86	295	51225	86
CBat	dDocent_Contig_14769	1	1000	0.005235152763474	86	1342	256344	544
AHam	dDocent_Contig_14770	1	1000	0.0020745583705286	111	132	63628	188
CBat	dDocent_Contig_14770	1	1000	0.0008997811109412	111	312	346751	502
AHam	dDocent_Contig_14771	1	1000	0.0004347521211696	151	31	71305	746
CBat	dDocent_Contig_14771	1	1000	0.0023244648461286	151	1191	512376	172
AHam	dDocent_Contig_14773	1	1000	0.0	96	0	55547	154
CBat	dDocent_Contig_14773	1	1000	0.0	96	0	287352	592
AHam	dDocent_Contig_14777	1	1000	0.0004704617245782	134	35	74395	314
CBat	dDocent_Contig_14777	1	1000	0.0003674691236309	134	164	446296	256
AHam	dDocent_Contig_14780	1	1000	0.0	130	0	76694	156
CBat	dDocent_Contig_14780	1	1000	0.0	130	0	430189	286
AHam	dDocent_Contig_14786	1	1000	0.0003760855195678	161	33	87746	424
CBat	dDocent_Contig_14786	1	1000	0.0004635765411034	161	241	519871	510
AHam	dDocent_Contig_14789	1	1000	0.0053506764912533	104	297	55507	298
CBat	dDocent_Contig_14789	1	1000	0.0049802650579212	104	1552	311630	644
AHam	dDocent_Contig_14799	1	1000	0.0	128	0	48190	1044
CBat	dDocent_Contig_14799	1	1000	0.0	128	0	441093	62
AHam	dDocent_Contig_14800	1	1000	0.0044251106277656	110	295	66665	78
CBat	dDocent_Contig_14800	1	1000	0.0026831245865961	110	1006	374936	104
AHam	dDocent_Contig_14803	1	1000	0.0	61	0	32059	190
CBat	dDocent_Contig_14803	1	1000	0.0007837402570094	61	164	209253	42
AHam	dDocent_Contig_14811	1	1000	0.0032016687485598	159	264	82457	554
CBat	dDocent_Contig_14811	1	1000	0.0030070419455014	159	1650	548712	68
AHam	dDocent_Contig_14814	1	1000	0.0027496456202073	139	161	58553	914
CBat	dDocent_Contig_14814	1	1000	0.0036536971376241	139	1556	425870	728
AHam	dDocent_Contig_14818	1	1000	0.0	101	0	55860	236
CBat	dDocent_Contig_14818	1	1000	0.0007541478129713	101	227	301002	640
AHam	dDocent_Contig_14826	1	1000	0.0068488529014844	75	203	29640	556
CBat	dDocent_Contig_14826	1	1000	0.005227622824555	75	1276	244088	212
AHam	dDocent_Contig_14828	1	1000	0.0	74	0	34338	380
CBat	dDocent_Contig_14828	1	1000	0.0003700286648872	74	75	202687	706
AHam	dDocent_Contig_14830	1	1000	0.0075999715888912	68	214	28158	460
CBat	dDocent_Contig_14830	1	1000	0.008087024270935	68	1640	202794	428
AHam	dDocent_Contig_14831	1	1000	0.0008020394717997	156	56	69822	876
CBat	dDocent_Contig_14831	1	1000	0.0	156	0	535763	98
AHam	dDocent_Contig_14838	1	1000	0.0059786801318465	103	341	57036	236
CBat	dDocent_Contig_14838	1	1000	0.0072540546529826	103	2095	288804	892
AHam	dDocent_Contig_14845	1	1000	0.0004796491708921	127	35	72970	216
CBat	dDocent_Contig_14845	1	1000	0.0025629884934021	127	1050	409678	408
AHam	dDocent_Contig_14847	1	1000	0.0	62	0	33494	164
CBat	dDocent_Contig_14847	1	1000	0.0	62	0	133759	1106
AHam	dDocent_Contig_14849	1	1000	0.0012162059442065	110	48	39467	962
CBat	dDocent_Contig_14849	1	1000	0.0004558541266794	110	152	333440	624
AHam	dDocent_Contig_14852	1	1000	0.0	124	0	41360	1248
CBat	dDocent_Contig_14852	1	1000	0.000807307629057	124	324	401334	380
AHam	dDocent_Contig_14859	1	1000	0.0003789396186784	171	35	92363	478
CBat	dDocent_Contig_14859	1	1000	0.0017851369058761	171	1049	587630	104
AHam	dDocent_Contig_14862	1	1000	0.0	166	0	99657	150
CBat	dDocent_Contig_14862	1	1000	0.0	166	0	577227	18
AHam	dDocent_Contig_14863	1	1000	0.0066789919885407	109	401	60039	270
CBat	dDocent_Contig_14863	1	1000	0.0065927681287674	109	2451	371771	102
AHam	dDocent_Contig_14866	1	1000	0.0046538493275022	122	282	60595	490
CBat	dDocent_Contig_14866	1	1000	0.0023393516653955	122	819	350097	950
AHam	dDocent_Contig_14868	1	1000	0.0	140	0	69001	598
CBat	dDocent_Contig_14868	1	1000	0.0003527811279735	140	160	453539	426
AHam	dDocent_Contig_14875	1	1000	0.000344278098011	174	35	101662	236
CBat	dDocent_Contig_14875	1	1000	0.0002752377241487	174	166	603115	42
AHam	dDocent_Contig_14882	1	1000	0.0	147	0	83291	302
CBat	dDocent_Contig_14882	1	1000	0.0003273988956276	147	164	500918	144
AHam	dDocent_Contig_14895	1	1000	0.0005921194286944	118	33	55732	608
CBat	dDocent_Contig_14895	1	1000	0.0002056201180705	118	83	403657	94
AHam	dDocent_Contig_14902	1	1000	0.0	82	0	35699	498
CBat	dDocent_Contig_14902	1	1000	0.0	82	0	268458	212
AHam	dDocent_Contig_14912	1	1000	0.0011599432916612	117	54	46554	856
CBat	dDocent_Contig_14912	1	1000	0.0032654939092589	117	1235	378197	370
AHam	dDocent_Contig_14913	1	1000	0.0005518087063151	103	27	48930	488
CBat	dDocent_Contig_14913	1	1000	0.0011825586213362	103	391	330639	350
AHam	dDocent_Contig_14915	1	1000	0.0	123	0	63157	434
CBat	dDocent_Contig_14915	1	1000	0.0	123	0	404307	302
AHam	dDocent_Contig_14919	1	1000	0.0	118	0	58342	508
CBat	dDocent_Contig_14919	1	1000	0.0	118	0	401745	118
AHam	dDocent_Contig_14921	1	1000	0.0025226853420686	90	134	53118	108
CBat	dDocent_Contig_14921	1	1000	0.0030577422176338	90	853	278964	440
AHam	dDocent_Contig_14922	1	1000	0.0031698554871011	159	195	61517	1282
CBat	dDocent_Contig_14922	1	1000	0.0030605281986106	159	1664	543697	130
AHam	dDocent_Contig_14925	1	1000	0.0055056017694859	145	458	83188	252
CBat	dDocent_Contig_14925	1	1000	0.004995027528015	145	2436	487685	218
AHam	dDocent_Contig_14928	1	1000	0.0	126	0	54795	770
CBat	dDocent_Contig_14928	1	1000	0.0009522372628991	126	385	404311	434
AHam	dDocent_Contig_14932	1	1000	0.0	121	0	75264	28
CBat	dDocent_Contig_14932	1	1000	0.0008101165777514	121	328	404880	212
AHam	dDocent_Contig_14941	1	1000	0.0	95	0	40920	588
CBat	dDocent_Contig_14941	1	1000	0.0005390338527444	95	152	281986	616
AHam	dDocent_Contig_14942	1	1000	0.0065104397651274	99	367	56371	182
CBat	dDocent_Contig_14942	1	1000	0.0074294803390581	99	2214	298002	592
AHam	dDocent_Contig_14945	1	1000	0.0034686090877558	113	160	46128	788
CBat	dDocent_Contig_14945	1	1000	0.0006995713265063	113	235	335920	724
AHam	dDocent_Contig_14949	1	1000	0.0017360868043402	155	124	71425	858
CBat	dDocent_Contig_14949	1	1000	0.0007864422895969	155	397	504805	434
AHam	dDocent_Contig_14962	1	1000	0.0030829942039708	174	250	81090	932
CBat	dDocent_Contig_14962	1	1000	0.0017272623325144	174	997	577214	356
AHam	dDocent_Contig_14968	1	1000	0.0	44	0	16314	364
CBat	dDocent_Contig_14968	1	1000	0.0033110298682486	44	384	115976	480
AHam	dDocent_Contig_14975	1	1000	0.0	34	0	14631	210
CBat	dDocent_Contig_14975	1	1000	0.0	34	0	107009	142
AHam	dDocent_Contig_14977	1	1000	0.0055422155882925	147	427	77045	514
CBat	dDocent_Contig_14977	1	1000	0.0023991297468354	147	1213	505600	84
AHam	dDocent_Contig_15007	1	1000	0.0029888850835953	196	288	96357	910
CBat	dDocent_Contig_15007	1	1000	0.002665852480382	196	1755	658326	308
AHam	dDocent_Contig_15024	1	1000	0.0	140	0	68082	612
CBat	dDocent_Contig_15024	1	1000	0.0	140	0	469251	234
AHam	dDocent_Contig_15029	1	1000	0.0026323939300092	207	323	122702	240
CBat	dDocent_Contig_15029	1	1000	0.0020399261769261	207	1375	674044	588
AHam	dDocent_Contig_15036	1	1000	0.0	128	0	63062	572
CBat	dDocent_Contig_15036	1	1000	0.0003768451625949	128	164	435192	136
AHam	dDocent_Contig_15038	1	1000	0.0075263421976919	108	315	41853	830
CBat	dDocent_Contig_15038	1	1000	0.0073832764975472	108	2518	341041	438
AHam	dDocent_Contig_15057	1	1000	0.0	100	0	60868	64
CBat	dDocent_Contig_15057	1	1000	0.0	100	0	306483	522
AHam	dDocent_Contig_15063	1	1000	0.0	130	0	76249	174
CBat	dDocent_Contig_15063	1	1000	0.0001801653872643	130	79	438486	180
AHam	dDocent_Contig_15065	1	1000	0.0	102	0	61214	92
CBat	dDocent_Contig_15065	1	1000	0.0	102	0	336714	236
AHam	dDocent_Contig_15076	1	1000	0.0	123	0	55427	702
CBat	dDocent_Contig_15076	1	1000	0.0	123	0	394519	422
AHam	dDocent_Contig_15082	1	1000	0.0	97	0	59827	38
CBat	dDocent_Contig_15082	1	1000	0.0	97	0	335067	38
AHam	dDocent_Contig_15085	1	1000	0.0	68	0	18093	846
CBat	dDocent_Contig_15085	1	1000	0.0	68	0	213318	292
AHam	dDocent_Contig_15087	1	1000	0.002630085408563	128	190	72241	246
CBat	dDocent_Contig_15087	1	1000	0.0071199879511633	128	2931	411658	428
AHam	dDocent_Contig_15093	1	1000	0.0	193	0	97507	766
CBat	dDocent_Contig_15093	1	1000	0.0	193	0	445310	3032
AHam	dDocent_Contig_15101	1	1000	0.0	104	0	61566	116
CBat	dDocent_Contig_15101	1	1000	0.0	104	0	360069	30
AHam	dDocent_Contig_15106	1	1000	0.0026181034150848	86	136	51946	68
CBat	dDocent_Contig_15106	1	1000	0.0063455307538346	86	1414	222834	996
AHam	dDocent_Contig_15110	1	1000	0.0020357220754671	164	168	82526	676
CBat	dDocent_Contig_15110	1	1000	0.0021077244808905	164	1152	546561	310
AHam	dDocent_Contig_15112	1	1000	0.0	150	0	68356	824
CBat	dDocent_Contig_15112	1	1000	0.0	150	0	511776	136
AHam	dDocent_Contig_15113	1	1000	0.0005862393633085	115	33	56291	510
CBat	dDocent_Contig_15113	1	1000	0.0	115	0	383829	210
AHam	dDocent_Contig_15117	1	1000	0.0076046334343565	112	409	53783	506
CBat	dDocent_Contig_15117	1	1000	0.0106577098358347	112	3557	333749	718
AHam	dDocent_Contig_15118	1	1000	0.0018616471144469	132	126	67682	476
CBat	dDocent_Contig_15118	1	1000	0.0010344004455878	132	468	452436	96
AHam	dDocent_Contig_15129	1	1000	0.0	135	0	72285	378
CBat	dDocent_Contig_15129	1	1000	0.0	135	0	334796	1772
AHam	dDocent_Contig_15131	1	1000	0.0069788951484066	75	249	35679	350
CBat	dDocent_Contig_15131	1	1000	0.0060129235511818	75	1420	236158	312
AHam	dDocent_Contig_15145	1	1000	0.0	221	0	136242	88
CBat	dDocent_Contig_15145	1	1000	0.0	221	0	758432	148
AHam	dDocent_Contig_15149	1	1000	0.0	11	0	5805	34
CBat	dDocent_Contig_15149	1	1000	0.0	11	0	27346	144
AHam	dDocent_Contig_15151	1	1000	0.0041437195509425	136	313	75536	320
CBat	dDocent_Contig_15151	1	1000	0.0025889079576867	136	1151	444589	366
AHam	dDocent_Contig_15164	1	1000	0.0078044280442804	96	423	54200	184
CBat	dDocent_Contig_15164	1	1000	0.0107443325857565	96	2793	259951	962
AHam	dDocent_Contig_15171	1	1000	0.0005874549933674	111	31	52770	520
CBat	dDocent_Contig_15171	1	1000	0.0006975157474079	111	229	328308	732
AHam	dDocent_Contig_15187	1	1000	0.0006383966571229	102	33	51692	384
CBat	dDocent_Contig_15187	1	1000	0.0002532669795774	102	77	304027	642
AHam	dDocent_Contig_15191	1	1000	0.000501669843909	116	35	69767	98
CBat	dDocent_Contig_15191	1	1000	0.0006087537244426	116	237	389320	184
AHam	dDocent_Contig_15198	1	1000	0.0	38	0	18908	152
CBat	dDocent_Contig_15198	1	1000	0.0	38	0	89852	560
AHam	dDocent_Contig_15204	1	1000	0.0	123	0	64603	390
CBat	dDocent_Contig_15204	1	1000	0.0	123	0	419602	112
AHam	dDocent_Contig_15216	1	1000	0.0	149	0	75965	554
CBat	dDocent_Contig_15216	1	1000	0.0	149	0	449805	866
AHam	dDocent_Contig_15226	1	1000	0.0068569404382369	73	271	39522	192
CBat	dDocent_Contig_15226	1	1000	0.0060322277352149	73	1296	214846	496
AHam	dDocent_Contig_15227	1	1000	0.0003748636859323	174	33	88032	672
CBat	dDocent_Contig_15227	1	1000	0.0007240373053347	174	395	545552	752
AHam	dDocent_Contig_15231	1	1000	0.0044926993635342	73	156	34723	342
CBat	dDocent_Contig_15231	1	1000	0.0056470803123398	73	1113	197093	738
AHam	dDocent_Contig_15232	1	1000	0.0	76	0	47880	0
CBat	dDocent_Contig_15232	1	1000	0.0	76	0	264936	0
AHam	dDocent_Contig_15237	1	1000	0.0	9	0	2079	126
CBat	dDocent_Contig_15237	1	1000	0.0	9	0	26874	56
AHam	dDocent_Contig_15240	1	1000	0.0013926720871648	83	68	48827	102
CBat	dDocent_Contig_15240	1	1000	0.0018353667561795	83	434	236465	666
AHam	dDocent_Contig_15248	1	1000	0.0	26	0	9828	208
CBat	dDocent_Contig_15248	1	1000	0.0	26	0	64941	334
AHam	dDocent_Contig_15264	1	1000	0.0	68	0	23819	618
CBat	dDocent_Contig_15264	1	1000	0.0011033071043587	68	235	212996	296
AHam	dDocent_Contig_15266	1	1000	0.0014519948174954	170	130	89532	600
CBat	dDocent_Contig_15266	1	1000	0.0006839400487588	170	395	577536	184
AHam	dDocent_Contig_15269	1	1000	0.0	192	0	103673	574
CBat	dDocent_Contig_15269	1	1000	0.0001250811897481	192	83	663569	70
AHam	dDocent_Contig_15271	1	1000	0.0	101	0	49651	422
CBat	dDocent_Contig_15271	1	1000	0.00049657826539	101	160	322205	370
AHam	dDocent_Contig_15280	1	1000	0.0011055449991362	124	64	57890	636
CBat	dDocent_Contig_15280	1	1000	0.0005727795364492	124	243	424247	98
AHam	dDocent_Contig_15281	1	1000	0.0	126	0	70907	258
CBat	dDocent_Contig_15281	1	1000	0.0007476777035883	126	316	422642	204
AHam	dDocent_Contig_15285	1	1000	0.0035146027925811	159	184	52353	1594
CBat	dDocent_Contig_15285	1	1000	0.0036040706132974	159	1905	528569	314
AHam	dDocent_Contig_15294	1	1000	0.0	96	0	40400	624
CBat	dDocent_Contig_15294	1	1000	0.0	96	0	314481	246
AHam	dDocent_Contig_15296	1	1000	0.0	70	0	36105	238
CBat	dDocent_Contig_15296	1	1000	0.0	70	0	234650	116
AHam	dDocent_Contig_15324	1	1000	0.0006853070175438	96	35	51072	304
CBat	dDocent_Contig_15324	1	1000	0.0009769918421181	96	320	327536	88
AHam	dDocent_Contig_15329	1	1000	0.0507936507936507	10	192	3780	80
CBat	dDocent_Contig_15329	1	1000	0.0456406368460955	10	903	19785	206
AHam	dDocent_Contig_15335	1	1000	0.0067857020459919	150	396	58358	1148
CBat	dDocent_Contig_15335	1	1000	0.0047538614240688	150	2457	516843	74
AHam	dDocent_Contig_15337	1	1000	0.0	102	0	58186	188
CBat	dDocent_Contig_15337	1	1000	0.0	102	0	301876	672
AHam	dDocent_Contig_15345	1	1000	0.0	71	0	41662	104
CBat	dDocent_Contig_15345	1	1000	0.0	71	0	247506	0
AHam	dDocent_Contig_15347	1	1000	0.0	93	0	52448	196
CBat	dDocent_Contig_15347	1	1000	0.0	93	0	277049	594
AHam	dDocent_Contig_15354	1	1000	0.0	412	0	259560	0
CBat	dDocent_Contig_15354	1	1000	0.0	412	0	1431664	56
AHam	dDocent_Contig_15355	1	1000	0.00264998159735	158	180	67925	1070
CBat	dDocent_Contig_15355	1	1000	0.0017965824186814	158	970	539914	132
AHam	dDocent_Contig_15356	1	1000	0.0	85	0	27837	842
CBat	dDocent_Contig_15356	1	1000	0.0	85	0	249348	588
AHam	dDocent_Contig_15357	1	1000	0.0014060390071415	121	101	71833	130
CBat	dDocent_Contig_15357	1	1000	0.0020072924507652	121	752	374634	584
AHam	dDocent_Contig_15365	1	1000	0.0003701314495405	176	35	94561	510
CBat	dDocent_Contig_15365	1	1000	0.0001352856782572	176	81	598733	182
AHam	dDocent_Contig_15373	1	1000	0.0	76	0	31691	506
CBat	dDocent_Contig_15373	1	1000	0.0	76	0	226545	478
AHam	dDocent_Contig_15375	1	1000	0.0	150	0	87313	222
CBat	dDocent_Contig_15375	1	1000	0.0004936810903478	150	237	480067	530
AHam	dDocent_Contig_15377	1	1000	0.0024604902053562	158	182	73969	782
CBat	dDocent_Contig_15377	1	1000	0.0020693067258112	158	1100	531579	234
AHam	dDocent_Contig_15381	1	1000	0.0	136	0	58677	854
CBat	dDocent_Contig_15381	1	1000	0.0001865711296527	136	79	423431	626
AHam	dDocent_Contig_15385	1	1000	0.0013921214625976	156	128	91946	196
CBat	dDocent_Contig_15385	1	1000	0.0013046935370073	156	699	535758	100
AHam	dDocent_Contig_15401	1	1000	0.0	19	0	10659	38
CBat	dDocent_Contig_15401	1	1000	0.0	19	0	66234	0
AHam	dDocent_Contig_15419	1	1000	0.0016522098306484	146	128	77472	456
CBat	dDocent_Contig_15419	1	1000	0.0012088020524965	146	539	445896	784
AHam	dDocent_Contig_15424	1	1000	0.0	4	0	1984	16
CBat	dDocent_Contig_15424	1	1000	0.0	4	0	13284	8
AHam	dDocent_Contig_15427	1	1000	0.0	140	0	72644	488
CBat	dDocent_Contig_15427	1	1000	0.0	140	0	477314	132
AHam	dDocent_Contig_15428	1	1000	0.0	41	0	19238	200
CBat	dDocent_Contig_15428	1	1000	0.0036714781471608	41	438	119298	296
AHam	dDocent_Contig_15431	1	1000	0.001089652062824	64	29	26614	428
CBat	dDocent_Contig_15431	1	1000	0.0037197018658954	64	800	215071	98
AHam	dDocent_Contig_15442	1	1000	0.0014270150833959	160	93	65171	1154
CBat	dDocent_Contig_15442	1	1000	0.0005871419580817	160	320	545013	158
AHam	dDocent_Contig_15444	1	1000	0.0	16	0	6960	96
CBat	dDocent_Contig_15444	1	1000	0.0	16	0	47895	98
AHam	dDocent_Contig_15453	1	1000	0.0	101	0	50967	382
CBat	dDocent_Contig_15453	1	1000	0.000254477515784	101	79	310440	516
AHam	dDocent_Contig_15460	1	1000	0.0055961263692649	129	423	75588	172
CBat	dDocent_Contig_15460	1	1000	0.0035663480996173	129	1602	449199	6
AHam	dDocent_Contig_15462	1	1000	0.0	100	0	57623	162
CBat	dDocent_Contig_15462	1	1000	0.0	100	0	287760	776
AHam	dDocent_Contig_15467	1	1000	0.0036079374624173	161	282	78161	738
CBat	dDocent_Contig_15467	1	1000	0.0016675971639901	161	914	548094	160
AHam	dDocent_Contig_15469	1	1000	0.0004150558546592	144	35	84326	196
CBat	dDocent_Contig_15469	1	1000	0.0	144	0	458161	542
AHam	dDocent_Contig_15472	1	1000	0.0060734333302659	139	462	76069	338
CBat	dDocent_Contig_15472	1	1000	0.0092332768000704	139	4192	454010	384
AHam	dDocent_Contig_15473	1	1000	0.0	43	0	21267	174
CBat	dDocent_Contig_15473	1	1000	0.0	43	0	138778	136
AHam	dDocent_Contig_15479	1	1000	0.0	154	0	89204	240
CBat	dDocent_Contig_15479	1	1000	0.000467395854255	154	249	532739	50
AHam	dDocent_Contig_15495	1	1000	0.0030379099179764	117	190	62543	350
CBat	dDocent_Contig_15495	1	1000	0.0021810953560018	117	880	403467	54
AHam	dDocent_Contig_15496	1	1000	0.0019941530657683	88	103	51651	114
CBat	dDocent_Contig_15496	1	1000	0.003116838730529	88	839	269183	466
AHam	dDocent_Contig_15499	1	1000	0.0	174	0	100379	306
CBat	dDocent_Contig_15499	1	1000	0.0	174	0	561892	552
AHam	dDocent_Contig_15503	1	1000	0.0034339562370228	123	172	50088	876
CBat	dDocent_Contig_15503	1	1000	0.0027803566710379	123	1147	412537	202
AHam	dDocent_Contig_15510	1	1000	0.0011158827308693	155	99	88719	270
CBat	dDocent_Contig_15510	1	1000	0.0011089863864427	155	555	500457	490
AHam	dDocent_Contig_15514	1	1000	0.0014696859438094	132	103	70083	434
CBat	dDocent_Contig_15514	1	1000	0.0005408518306849	132	247	456687	42
AHam	dDocent_Contig_15519	1	1000	0.0015614577648414	106	103	65964	24
CBat	dDocent_Contig_15519	1	1000	0.0009004854435163	106	330	366469	38
AHam	dDocent_Contig_15520	1	1000	0.0025786820356115	143	200	77559	422
CBat	dDocent_Contig_15520	1	1000	0.0034759308765149	143	1689	485913	154
AHam	dDocent_Contig_15521	1	1000	0.0033069104702621	143	204	61689	890
CBat	dDocent_Contig_15521	1	1000	0.0044690946967336	143	2008	449308	612
AHam	dDocent_Contig_15523	1	1000	0.0208952688354709	63	492	23546	520
CBat	dDocent_Contig_15523	1	1000	0.0222964022677899	63	4208	188730	384
AHam	dDocent_Contig_15528	1	1000	0.0006292386212682	123	27	42909	1146
CBat	dDocent_Contig_15528	1	1000	0.0011726668118539	123	490	417851	134
AHam	dDocent_Contig_15530	1	1000	0.00289266159303	150	168	58078	1172
CBat	dDocent_Contig_15530	1	1000	0.0034414259857417	150	1677	487298	436
AHam	dDocent_Contig_15542	1	1000	0.0	122	0	67219	298
CBat	dDocent_Contig_15542	1	1000	0.0	122	0	391503	418
AHam	dDocent_Contig_15545	1	1000	0.0	92	0	48002	300
CBat	dDocent_Contig_15545	1	1000	0.0015815018814418	92	464	293392	336
AHam	dDocent_Contig_15546	1	1000	0.0	24	0	14706	12
CBat	dDocent_Contig_15546	1	1000	0.0	24	0	83004	8
AHam	dDocent_Contig_15562	1	1000	0.0	71	0	31907	398
CBat	dDocent_Contig_15562	1	1000	0.0	71	0	225643	270
AHam	dDocent_Contig_15563	1	1000	0.0059522628519275	108	300	50401	542
CBat	dDocent_Contig_15563	1	1000	0.0082904839934956	108	2641	318558	724
AHam	dDocent_Contig_15566	1	1000	0.0061678995959635	93	316	51233	226
CBat	dDocent_Contig_15566	1	1000	0.0033624862598911	93	985	292938	384
AHam	dDocent_Contig_15570	1	1000	0.0	127	0	72866	232
CBat	dDocent_Contig_15570	1	1000	0.0012990643071198	127	567	436468	76
AHam	dDocent_Contig_15571	1	1000	0.0	97	0	52540	252
CBat	dDocent_Contig_15571	1	1000	0.0	97	0	294512	548
AHam	dDocent_Contig_15578	1	1000	0.0120317002881844	119	668	55520	596
CBat	dDocent_Contig_15578	1	1000	0.0059802357936555	119	2276	380587	422
AHam	dDocent_Contig_15602	1	1000	0.0	92	0	43369	446
CBat	dDocent_Contig_15602	1	1000	0.0	92	0	252171	874
AHam	dDocent_Contig_15606	1	1000	0.0	122	0	42150	1164
CBat	dDocent_Contig_15606	1	1000	0.0	122	0	376673	614
AHam	dDocent_Contig_15614	1	1000	0.0010018744748238	68	31	30942	364
CBat	dDocent_Contig_15614	1	1000	0.0014281921467742	68	312	218458	228
AHam	dDocent_Contig_15632	1	1000	0.0004105668168168	142	35	85248	128
CBat	dDocent_Contig_15632	1	1000	0.0	142	0	478406	204
AHam	dDocent_Contig_15637	1	1000	0.0123446231041167	129	866	70152	372
CBat	dDocent_Contig_15637	1	1000	0.009768884696321	129	4308	440992	108
AHam	dDocent_Contig_15638	1	1000	0.0015258658878734	124	93	60949	534
CBat	dDocent_Contig_15638	1	1000	0.0039022983731056	124	1597	409246	284
AHam	dDocent_Contig_15641	1	1000	0.0139502940292741	97	650	46594	464
CBat	dDocent_Contig_15641	1	1000	0.0113006958956359	97	2785	246445	1194
AHam	dDocent_Contig_15642	1	1000	0.0	115	0	68377	122
CBat	dDocent_Contig_15642	1	1000	0.0008512580414398	115	332	390011	134
AHam	dDocent_Contig_15644	1	1000	0.0	103	0	55173	298
CBat	dDocent_Contig_15644	1	1000	0.0	103	0	308665	634
AHam	dDocent_Contig_15645	1	1000	0.0009069560288282	125	56	61745	530
CBat	dDocent_Contig_15645	1	1000	0.0002049953053544	125	81	395131	510
AHam	dDocent_Contig_15653	1	1000	0.0	162	0	84783	562
CBat	dDocent_Contig_15653	1	1000	0.0007457767906317	162	413	553785	134
AHam	dDocent_Contig_15669	1	1000	0.0045407041695196	106	252	55498	348
CBat	dDocent_Contig_15669	1	1000	0.0046706541442186	106	1479	316658	660
AHam	dDocent_Contig_15670	1	1000	0.0057624388128136	29	93	16139	62
CBat	dDocent_Contig_15670	1	1000	0.0022265516281658	29	120	53895	654
AHam	dDocent_Contig_15678	1	1000	0.0023374709255463	153	203	86846	288
CBat	dDocent_Contig_15678	1	1000	0.0013053559330115	153	657	503311	366
AHam	dDocent_Contig_15688	1	1000	0.0009210223347916	128	68	73831	202
CBat	dDocent_Contig_15688	1	1000	0.0008039215190577	128	318	395561	630
AHam	dDocent_Contig_15691	1	1000	0.0	94	0	46083	394
CBat	dDocent_Contig_15691	1	1000	0.0	94	0	288275	490
AHam	dDocent_Contig_15693	1	1000	0.0	3	0	975	30
CBat	dDocent_Contig_15693	1	1000	0.0	3	0	8856	20
AHam	dDocent_Contig_15695	1	1000	0.0	227	0	127536	476
CBat	dDocent_Contig_15695	1	1000	0.0	227	0	713258	1008
AHam	dDocent_Contig_15699	1	1000	0.0	113	0	51110	616
CBat	dDocent_Contig_15699	1	1000	0.0	113	0	363821	370
AHam	dDocent_Contig_15703	1	1000	0.0079775251119768	139	602	75462	392
CBat	dDocent_Contig_15703	1	1000	0.0063611185562405	139	2848	447720	452
AHam	dDocent_Contig_15704	1	1000	0.0	57	0	20726	488
CBat	dDocent_Contig_15704	1	1000	0.0	57	0	143863	710
AHam	dDocent_Contig_15708	1	1000	0.0	144	0	76871	434
CBat	dDocent_Contig_15708	1	1000	0.0	144	0	493551	106
AHam	dDocent_Contig_15709	1	1000	0.0	80	0	26000	800
CBat	dDocent_Contig_15709	1	1000	0.0	80	0	233580	568
AHam	dDocent_Contig_15715	1	1000	0.0	52	0	7148	992
CBat	dDocent_Contig_15715	1	1000	0.0	52	0	158527	282
AHam	dDocent_Contig_15724	1	1000	0.0	72	0	43890	44
CBat	dDocent_Contig_15724	1	1000	0.0	72	0	250332	8
AHam	dDocent_Contig_15725	1	1000	0.0	74	0	44533	62
CBat	dDocent_Contig_15725	1	1000	0.0	74	0	250374	92
AHam	dDocent_Contig_15728	1	1000	0.0020896761693883	146	151	72260	608
CBat	dDocent_Contig_15728	1	1000	0.0009767109158589	146	482	493493	190
AHam	dDocent_Contig_15732	1	1000	0.0	47	0	25652	116
CBat	dDocent_Contig_15732	1	1000	0.0010172308990088	47	164	161222	32
AHam	dDocent_Contig_15742	1	1000	0.0	95	0	58953	26
CBat	dDocent_Contig_15742	1	1000	0.000588400936398	95	140	237933	1210
AHam	dDocent_Contig_15752	1	1000	0.0	153	0	92171	126
CBat	dDocent_Contig_15752	1	1000	0.0003019072409355	153	156	516715	206
AHam	dDocent_Contig_15756	1	1000	0.0	171	0	77738	992
CBat	dDocent_Contig_15756	1	1000	0.0	171	0	554147	518
AHam	dDocent_Contig_15758	1	1000	0.0	42	0	15611	346
CBat	dDocent_Contig_15758	1	1000	0.0	42	0	112813	430
AHam	dDocent_Contig_15760	1	1000	0.0	98	0	60201	46
CBat	dDocent_Contig_15760	1	1000	0.0007397326974337	98	237	320386	260
AHam	dDocent_Contig_15769	1	1000	0.0	112	0	49658	644
CBat	dDocent_Contig_15769	1	1000	0.0	112	0	340691	618
