pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AHam	CBat	dDocent_Contig_11217	1	1000	-0.0116100594277617	1
AHam	CBat	dDocent_Contig_11226	1	1000	0.0662407822761491	3
AHam	CBat	dDocent_Contig_11240	1	1000	0.0383177191510331	7
AHam	CBat	dDocent_Contig_11282	1	1000	-0.0075879113970544	3
AHam	CBat	dDocent_Contig_11286	1	1000	-0.0059818687306334	5
AHam	CBat	dDocent_Contig_11294	1	1000	-0.0054450742470932	3
AHam	CBat	dDocent_Contig_11302	1	1000	-0.0108123424494422	6
AHam	CBat	dDocent_Contig_11314	1	1000	0.0214778148839066	5
AHam	CBat	dDocent_Contig_11316	1	1000	0.0327799063431248	1
AHam	CBat	dDocent_Contig_11322	1	1000	0.0143496570352078	3
AHam	CBat	dDocent_Contig_11331	1	1000	0.0008733014287211	4
AHam	CBat	dDocent_Contig_11340	1	1000	-0.0084284590435451	2
AHam	CBat	dDocent_Contig_11347	1	1000	0.0107483102744731	2
AHam	CBat	dDocent_Contig_11362	1	1000	0.0120239846336875	2
AHam	CBat	dDocent_Contig_11405	1	1000	-0.0176482434392041	5
AHam	CBat	dDocent_Contig_11411	1	1000	0.0046254595028848	4
AHam	CBat	dDocent_Contig_11430	1	1000	0.0441610299076528	1
AHam	CBat	dDocent_Contig_11435	1	1000	-0.0197299918219966	1
AHam	CBat	dDocent_Contig_11460	1	1000	-0.0082504372401112	2
AHam	CBat	dDocent_Contig_11461	1	1000	-0.0170187619645305	1
AHam	CBat	dDocent_Contig_11483	1	1000	-0.0166110409873606	4
AHam	CBat	dDocent_Contig_11486	1	1000	-0.0130711744424348	2
AHam	CBat	dDocent_Contig_11507	1	1000	0.0718948482709949	1
AHam	CBat	dDocent_Contig_11512	1	1000	-0.0160221843769493	1
AHam	CBat	dDocent_Contig_11551	1	1000	-0.006970101226015	1
AHam	CBat	dDocent_Contig_11557	1	1000	-0.0170316642069259	1
AHam	CBat	dDocent_Contig_11575	1	1000	0.0914092529922356	3
AHam	CBat	dDocent_Contig_11590	1	1000	-0.0191056531614627	2
AHam	CBat	dDocent_Contig_11604	1	1000	0.0024081847612779	3
AHam	CBat	dDocent_Contig_11608	1	1000	-0.0178937433093849	3
AHam	CBat	dDocent_Contig_11649	1	1000	-0.0028495725641154	1
AHam	CBat	dDocent_Contig_11650	1	1000	0.0337132635969692	4
AHam	CBat	dDocent_Contig_11651	1	1000	0.0085700093685355	7
AHam	CBat	dDocent_Contig_11658	1	1000	-0.0039359498917416	2
AHam	CBat	dDocent_Contig_11661	1	1000	-0.0129023979307296	9
AHam	CBat	dDocent_Contig_11668	1	1000	-0.006970101226015	1
AHam	CBat	dDocent_Contig_11687	1	1000	-0.0127204862609526	2
AHam	CBat	dDocent_Contig_11710	1	1000	-0.0114831109008871	1
AHam	CBat	dDocent_Contig_11713	1	1000	-0.0017012418437694	3
AHam	CBat	dDocent_Contig_11739	1	1000	0.0198614747588101	1
AHam	CBat	dDocent_Contig_11753	1	1000	-0.0180851177278871	12
AHam	CBat	dDocent_Contig_11772	1	1000	-0.0134679671341642	1
AHam	CBat	dDocent_Contig_11775	1	1000	-0.0134733158355205	1
AHam	CBat	dDocent_Contig_11795	1	1000	-0.0161274624887532	1
AHam	CBat	dDocent_Contig_11798	1	1000	-0.0139614583433838	3
AHam	CBat	dDocent_Contig_11804	1	1000	0.0112582744794005	3
AHam	CBat	dDocent_Contig_11824	1	1000	-0.0006973449281315	5
AHam	CBat	dDocent_Contig_11848	1	1000	-0.0046720943290263	2
AHam	CBat	dDocent_Contig_11856	1	1000	-0.0129021730751931	5
AHam	CBat	dDocent_Contig_11863	1	1000	-0.0025757557772617	6
AHam	CBat	dDocent_Contig_11864	1	1000	0.0034251872292426	2
AHam	CBat	dDocent_Contig_11879	1	1000	-0.0200642410544409	4
AHam	CBat	dDocent_Contig_11880	1	1000	0.1028913779630111	1
AHam	CBat	dDocent_Contig_11888	1	1000	-0.0166518875884775	3
AHam	CBat	dDocent_Contig_11894	1	1000	-0.0023438714535324	3
AHam	CBat	dDocent_Contig_11898	1	1000	0.0019900278638161	5
AHam	CBat	dDocent_Contig_11899	1	1000	0.0187132188068639	4
AHam	CBat	dDocent_Contig_11906	1	1000	-0.0049572095780353	6
AHam	CBat	dDocent_Contig_11914	1	1000	0.0256078555137286	1
AHam	CBat	dDocent_Contig_11920	1	1000	-0.0062479447550148	1
AHam	CBat	dDocent_Contig_11929	1	1000	0.0082033540953667	1
AHam	CBat	dDocent_Contig_11933	1	1000	-0.0026378245830514	3
AHam	CBat	dDocent_Contig_11943	1	1000	-0.0099404903645197	1
AHam	CBat	dDocent_Contig_11946	1	1000	0.2019874039201785	1
AHam	CBat	dDocent_Contig_11949	1	1000	-0.0085462560415806	2
AHam	CBat	dDocent_Contig_11951	1	1000	0.0042737995857708	4
AHam	CBat	dDocent_Contig_11958	1	1000	0.044011472229621	3
AHam	CBat	dDocent_Contig_11971	1	1000	-0.0204555886571084	2
AHam	CBat	dDocent_Contig_11986	1	1000	0.011767508067123	2
AHam	CBat	dDocent_Contig_11989	1	1000	-0.0212475630977199	1
AHam	CBat	dDocent_Contig_11993	1	1000	-0.0106912693487116	4
AHam	CBat	dDocent_Contig_11996	1	1000	-0.0018102367866404	4
AHam	CBat	dDocent_Contig_11998	1	1000	-0.0074324639815329	6
AHam	CBat	dDocent_Contig_11999	1	1000	0.0036650690724555	1
AHam	CBat	dDocent_Contig_12006	1	1000	-0.0134974678272979	3
AHam	CBat	dDocent_Contig_12010	1	1000	-0.0196835991494095	3
AHam	CBat	dDocent_Contig_12011	1	1000	-0.0116100594277617	1
AHam	CBat	dDocent_Contig_12019	1	1000	-0.0189579471985496	3
AHam	CBat	dDocent_Contig_12046	1	1000	0.0103619416855222	1
AHam	CBat	dDocent_Contig_12056	1	1000	0.0042854916910143	3
AHam	CBat	dDocent_Contig_12067	1	1000	0.2082855621056052	1
AHam	CBat	dDocent_Contig_12072	1	1000	-0.0106582633129666	1
AHam	CBat	dDocent_Contig_12104	1	1000	-0.0249305696835362	2
AHam	CBat	dDocent_Contig_12106	1	1000	0.0006338137515815	2
AHam	CBat	dDocent_Contig_12119	1	1000	0.0122032910916238	2
AHam	CBat	dDocent_Contig_12170	1	1000	0.0252269841544467	5
AHam	CBat	dDocent_Contig_12175	1	1000	-0.0081559999039144	3
AHam	CBat	dDocent_Contig_12185	1	1000	-0.0025667351129363	1
AHam	CBat	dDocent_Contig_12205	1	1000	-0.0012884450342502	5
AHam	CBat	dDocent_Contig_12215	1	1000	-0.0133427715227635	1
AHam	CBat	dDocent_Contig_12221	1	1000	0.0349491351760144	1
AHam	CBat	dDocent_Contig_12224	1	1000	0.0237492342760652	6
AHam	CBat	dDocent_Contig_12233	1	1000	0.0193802683959605	1
AHam	CBat	dDocent_Contig_12258	1	1000	-0.0020491996056363	3
AHam	CBat	dDocent_Contig_12312	1	1000	0.0239680951458484	1
AHam	CBat	dDocent_Contig_12322	1	1000	-0.0118843949832802	3
AHam	CBat	dDocent_Contig_12333	1	1000	-0.0149390643428122	1
AHam	CBat	dDocent_Contig_12365	1	1000	-0.0050518654046011	7
AHam	CBat	dDocent_Contig_12372	1	1000	-0.0114831109008871	2
AHam	CBat	dDocent_Contig_12375	1	1000	0.0101944246105438	1
AHam	CBat	dDocent_Contig_12386	1	1000	0.0009971536646567	1
AHam	CBat	dDocent_Contig_12396	1	1000	-0.0070031351345705	1
AHam	CBat	dDocent_Contig_12451	1	1000	0.0141196926568622	2
AHam	CBat	dDocent_Contig_12453	1	1000	-0.0059231598556528	7
AHam	CBat	dDocent_Contig_12454	1	1000	-0.0106477868015179	7
AHam	CBat	dDocent_Contig_12457	1	1000	0.0758345393219838	1
AHam	CBat	dDocent_Contig_12460	1	1000	0.0019063004272074	7
AHam	CBat	dDocent_Contig_12461	1	1000	0.0109665713418518	2
AHam	CBat	dDocent_Contig_12468	1	1000	0.012900482064533	5
AHam	CBat	dDocent_Contig_12475	1	1000	0.0074522611236544	3
AHam	CBat	dDocent_Contig_12478	1	1000	0.0097011586854761	6
AHam	CBat	dDocent_Contig_12486	1	1000	-0.004179994326129	6
AHam	CBat	dDocent_Contig_12500	1	1000	0.0009480427935363	3
AHam	CBat	dDocent_Contig_12521	1	1000	-0.0084810485143891	6
AHam	CBat	dDocent_Contig_12547	1	1000	-0.0047509179066302	2
AHam	CBat	dDocent_Contig_12553	1	1000	-0.0157588680914223	1
AHam	CBat	dDocent_Contig_12562	1	1000	0.000138569138056	4
AHam	CBat	dDocent_Contig_12567	1	1000	0.0304182319030528	6
AHam	CBat	dDocent_Contig_12574	1	1000	-0.0172161634175192	2
AHam	CBat	dDocent_Contig_12580	1	1000	-0.0034903808354077	4
AHam	CBat	dDocent_Contig_12586	1	1000	0.0072813002562868	2
AHam	CBat	dDocent_Contig_12594	1	1000	0.0290855949179064	1
AHam	CBat	dDocent_Contig_12628	1	1000	-0.0155142617958997	7
AHam	CBat	dDocent_Contig_12641	1	1000	0.0268579850468168	2
AHam	CBat	dDocent_Contig_12670	1	1000	-0.0003604352792695	3
AHam	CBat	dDocent_Contig_12679	1	1000	-0.0127497011194159	5
AHam	CBat	dDocent_Contig_12683	1	1000	-0.0232049430648762	6
AHam	CBat	dDocent_Contig_12694	1	1000	-0.0058640620772174	5
AHam	CBat	dDocent_Contig_12695	1	1000	0.0080220331526073	2
AHam	CBat	dDocent_Contig_12710	1	1000	-0.012788949070439	2
AHam	CBat	dDocent_Contig_12758	1	1000	0.0783367395520047	1
AHam	CBat	dDocent_Contig_12766	1	1000	-0.0139466763517113	2
AHam	CBat	dDocent_Contig_12907	1	1000	-0.0097394474507212	2
AHam	CBat	dDocent_Contig_12911	1	1000	-0.0063990329226761	3
AHam	CBat	dDocent_Contig_12932	1	1000	0.0148302758316304	6
AHam	CBat	dDocent_Contig_12939	1	1000	0.0012050360890515	3
AHam	CBat	dDocent_Contig_12979	1	1000	-0.0026347616279315	1
AHam	CBat	dDocent_Contig_12994	1	1000	0.0402505010433082	2
AHam	CBat	dDocent_Contig_13000	1	1000	-0.0212528680746815	2
AHam	CBat	dDocent_Contig_13007	1	1000	0.005627646855306	1
AHam	CBat	dDocent_Contig_13013	1	1000	-0.0180772096652423	1
AHam	CBat	dDocent_Contig_13017	1	1000	0.0595655374261728	1
AHam	CBat	dDocent_Contig_13026	1	1000	-0.0021914195444133	2
AHam	CBat	dDocent_Contig_13027	1	1000	0.0430474796014004	2
AHam	CBat	dDocent_Contig_13031	1	1000	-0.0116100594277617	1
AHam	CBat	dDocent_Contig_13041	1	1000	0.0047229011492846	2
AHam	CBat	dDocent_Contig_13048	1	1000	-0.0036810592366968	1
AHam	CBat	dDocent_Contig_13059	1	1000	-0.0133695388091093	2
AHam	CBat	dDocent_Contig_13086	1	1000	0.0110632465243782	2
AHam	CBat	dDocent_Contig_13100	1	1000	-0.0122693134768265	5
AHam	CBat	dDocent_Contig_13104	1	1000	-0.0136643841905616	2
AHam	CBat	dDocent_Contig_13117	1	1000	-0.0197504757976824	6
AHam	CBat	dDocent_Contig_13126	1	1000	-0.0059084074229513	2
AHam	CBat	dDocent_Contig_13154	1	1000	0.0040986380488978	3
AHam	CBat	dDocent_Contig_13158	1	1000	-0.0025774662704606	2
AHam	CBat	dDocent_Contig_13162	1	1000	-0.0019257661600421	7
AHam	CBat	dDocent_Contig_13166	1	1000	0.0073768477152937	8
AHam	CBat	dDocent_Contig_13171	1	1000	0.0133181936411456	3
AHam	CBat	dDocent_Contig_13177	1	1000	-0.0140247495580436	1
AHam	CBat	dDocent_Contig_13179	1	1000	0.0597156145026257	1
AHam	CBat	dDocent_Contig_13183	1	1000	0.0055825216225917	2
AHam	CBat	dDocent_Contig_13197	1	1000	-0.0007097934961281	9
AHam	CBat	dDocent_Contig_13203	1	1000	-0.0273219678936507	1
AHam	CBat	dDocent_Contig_13208	1	1000	-0.004190977184206	5
AHam	CBat	dDocent_Contig_13211	1	1000	-0.0222461489672169	2
AHam	CBat	dDocent_Contig_13215	1	1000	-0.0048266478429446	3
AHam	CBat	dDocent_Contig_13224	1	1000	0.0293859701103382	1
AHam	CBat	dDocent_Contig_13238	1	1000	-0.014721189591078	1
AHam	CBat	dDocent_Contig_13250	1	1000	-0.0061836298969882	6
AHam	CBat	dDocent_Contig_13253	1	1000	-0.0134796294159729	3
AHam	CBat	dDocent_Contig_13263	1	1000	0.0105427663818593	5
AHam	CBat	dDocent_Contig_13264	1	1000	-0.0188008556220094	1
AHam	CBat	dDocent_Contig_13267	1	1000	-0.0110074905709007	9
AHam	CBat	dDocent_Contig_13321	1	1000	-0.0213420990826253	2
AHam	CBat	dDocent_Contig_13326	1	1000	0.0003998181861158	2
AHam	CBat	dDocent_Contig_13327	1	1000	-0.0122746339566142	3
AHam	CBat	dDocent_Contig_13384	1	1000	0.0031566537976531	2
AHam	CBat	dDocent_Contig_13411	1	1000	-0.0002062329950863	2
AHam	CBat	dDocent_Contig_13419	1	1000	0.012354963799588	3
AHam	CBat	dDocent_Contig_13437	1	1000	-0.0082570593773357	5
AHam	CBat	dDocent_Contig_13460	1	1000	-0.0054292517262763	6
AHam	CBat	dDocent_Contig_13462	1	1000	-0.0198916487784933	1
AHam	CBat	dDocent_Contig_13477	1	1000	-0.0161681154036772	3
AHam	CBat	dDocent_Contig_13490	1	1000	0.0019777307517354	2
AHam	CBat	dDocent_Contig_13492	1	1000	0.0742212412247426	7
AHam	CBat	dDocent_Contig_13493	1	1000	-0.014721189591078	1
AHam	CBat	dDocent_Contig_13501	1	1000	-0.0128387777287681	1
AHam	CBat	dDocent_Contig_13503	1	1000	-0.0124758132320494	4
AHam	CBat	dDocent_Contig_13524	1	1000	0.0015260933397859	1
AHam	CBat	dDocent_Contig_13529	1	1000	-0.004418404735953	2
AHam	CBat	dDocent_Contig_13578	1	1000	-0.0162175100051981	7
AHam	CBat	dDocent_Contig_13582	1	1000	0.0247043910312586	2
AHam	CBat	dDocent_Contig_13586	1	1000	0.0102632802947803	7
AHam	CBat	dDocent_Contig_13612	1	1000	0.0155719569251006	6
AHam	CBat	dDocent_Contig_13614	1	1000	-0.0067676165659055	1
AHam	CBat	dDocent_Contig_13620	1	1000	0.0098177875190475	7
AHam	CBat	dDocent_Contig_13622	1	1000	0.0968637164469161	1
AHam	CBat	dDocent_Contig_13642	1	1000	0.0076020039380872	5
AHam	CBat	dDocent_Contig_13651	1	1000	-0.0199708882453115	2
AHam	CBat	dDocent_Contig_13660	1	1000	-0.0152320041422019	3
AHam	CBat	dDocent_Contig_13677	1	1000	-0.0117758454257571	2
AHam	CBat	dDocent_Contig_13688	1	1000	-0.0098098612850914	2
AHam	CBat	dDocent_Contig_13698	1	1000	-0.0170871919267244	6
AHam	CBat	dDocent_Contig_13715	1	1000	-0.0144574387098019	4
AHam	CBat	dDocent_Contig_13718	1	1000	-0.0069812208693148	2
AHam	CBat	dDocent_Contig_13719	1	1000	-0.0164174934566899	5
AHam	CBat	dDocent_Contig_13723	1	1000	0.0217829031667581	1
AHam	CBat	dDocent_Contig_13724	1	1000	-0.0028646212472727	6
AHam	CBat	dDocent_Contig_13727	1	1000	0.0278038133599242	5
AHam	CBat	dDocent_Contig_13735	1	1000	0.0021942568320383	1
AHam	CBat	dDocent_Contig_13738	1	1000	-0.0178272692973027	1
AHam	CBat	dDocent_Contig_13751	1	1000	-0.0094434546513371	2
AHam	CBat	dDocent_Contig_13759	1	1000	0.0601670520503988	1
AHam	CBat	dDocent_Contig_13764	1	1000	-0.0040224053658605	6
AHam	CBat	dDocent_Contig_13865	1	1000	-0.0121006955666038	6
AHam	CBat	dDocent_Contig_13871	1	1000	-0.0259130677900416	1
AHam	CBat	dDocent_Contig_13876	1	1000	0.0039685675572011	1
AHam	CBat	dDocent_Contig_13881	1	1000	-0.0145992103571757	1
AHam	CBat	dDocent_Contig_13913	1	1000	-0.0110298256298978	2
AHam	CBat	dDocent_Contig_13916	1	1000	-0.0074678447937948	4
AHam	CBat	dDocent_Contig_13926	1	1000	0.0170454810374925	4
AHam	CBat	dDocent_Contig_13946	1	1000	0.0049758353849111	6
AHam	CBat	dDocent_Contig_13948	1	1000	0.0133561073728982	2
AHam	CBat	dDocent_Contig_13956	1	1000	0.0040928775638171	6
AHam	CBat	dDocent_Contig_13966	1	1000	0.0032074219598667	4
AHam	CBat	dDocent_Contig_13970	1	1000	0.0397895956598555	3
AHam	CBat	dDocent_Contig_13974	1	1000	-0.0116100594277617	1
AHam	CBat	dDocent_Contig_13978	1	1000	-0.0055849090656264	5
AHam	CBat	dDocent_Contig_13983	1	1000	0.0203832424370573	3
AHam	CBat	dDocent_Contig_13993	1	1000	-0.0188857701726379	1
AHam	CBat	dDocent_Contig_13998	1	1000	0.0449243944138021	4
AHam	CBat	dDocent_Contig_14002	1	1000	0.012902801474827	1
AHam	CBat	dDocent_Contig_14004	1	1000	0.002957199413921	3
AHam	CBat	dDocent_Contig_14010	1	1000	0.022454317427746	3
AHam	CBat	dDocent_Contig_14022	1	1000	-0.0186396714314685	2
AHam	CBat	dDocent_Contig_14024	1	1000	-0.0163383392808395	4
AHam	CBat	dDocent_Contig_14028	1	1000	-0.0187153765533762	1
AHam	CBat	dDocent_Contig_14038	1	1000	-0.0113943727841712	3
AHam	CBat	dDocent_Contig_14058	1	1000	-0.0111323053206039	7
AHam	CBat	dDocent_Contig_14067	1	1000	-0.0144672840543086	1
AHam	CBat	dDocent_Contig_14068	1	1000	-0.020708718742851	1
AHam	CBat	dDocent_Contig_14077	1	1000	-0.017917165405829	1
AHam	CBat	dDocent_Contig_14080	1	1000	-0.0028243280396933	3
AHam	CBat	dDocent_Contig_14109	1	1000	-0.0151965770387404	2
AHam	CBat	dDocent_Contig_14115	1	1000	-0.0076314387251549	2
AHam	CBat	dDocent_Contig_14116	1	1000	-0.0020012154836531	4
AHam	CBat	dDocent_Contig_14120	1	1000	-0.0045223205150145	2
AHam	CBat	dDocent_Contig_14123	1	1000	-0.0090054931506028	7
AHam	CBat	dDocent_Contig_14129	1	1000	0.0011705622988046	3
AHam	CBat	dDocent_Contig_14130	1	1000	-0.0131973151500275	4
AHam	CBat	dDocent_Contig_14136	1	1000	0.0053697024799605	6
AHam	CBat	dDocent_Contig_14148	1	1000	-0.0086789926708985	4
AHam	CBat	dDocent_Contig_14149	1	1000	0.1549801129252077	1
AHam	CBat	dDocent_Contig_14154	1	1000	-0.0014917178077778	4
AHam	CBat	dDocent_Contig_14155	1	1000	-0.0101386610841718	4
AHam	CBat	dDocent_Contig_14156	1	1000	-0.0023315010780949	1
AHam	CBat	dDocent_Contig_14157	1	1000	-0.0177379322149948	2
AHam	CBat	dDocent_Contig_14173	1	1000	-0.0113627122019174	1
AHam	CBat	dDocent_Contig_14177	1	1000	-0.0203530400718504	4
AHam	CBat	dDocent_Contig_14202	1	1000	-0.0088397840816376	2
AHam	CBat	dDocent_Contig_14214	1	1000	-0.0025731680028131	8
AHam	CBat	dDocent_Contig_14232	1	1000	0.0228687511879872	1
AHam	CBat	dDocent_Contig_14233	1	1000	0.0276714953603239	1
AHam	CBat	dDocent_Contig_14248	1	1000	0.1073698033263575	2
AHam	CBat	dDocent_Contig_14249	1	1000	-0.004197782100175	4
AHam	CBat	dDocent_Contig_14251	1	1000	0.0074819649490793	2
AHam	CBat	dDocent_Contig_14257	1	1000	-0.0009358194186357	6
AHam	CBat	dDocent_Contig_14273	1	1000	0.0429859938458016	2
AHam	CBat	dDocent_Contig_14288	1	1000	-4.800700189802059e-05	3
AHam	CBat	dDocent_Contig_14299	1	1000	-0.0025667351129363	1
AHam	CBat	dDocent_Contig_14311	1	1000	0.0283970826229162	1
AHam	CBat	dDocent_Contig_14318	1	1000	-0.0131767544004389	6
AHam	CBat	dDocent_Contig_14320	1	1000	-0.0142416506113394	2
AHam	CBat	dDocent_Contig_14327	1	1000	-0.0158917856486548	1
AHam	CBat	dDocent_Contig_14333	1	1000	0.0025652406315025	1
AHam	CBat	dDocent_Contig_14355	1	1000	-0.0113463838900443	1
AHam	CBat	dDocent_Contig_14358	1	1000	0.0012310763149774	4
AHam	CBat	dDocent_Contig_14373	1	1000	0.0229734708970459	5
AHam	CBat	dDocent_Contig_14379	1	1000	-0.0175541994300293	2
AHam	CBat	dDocent_Contig_14503	1	1000	-0.0102037675799702	3
AHam	CBat	dDocent_Contig_14506	1	1000	-0.0113463838900443	1
AHam	CBat	dDocent_Contig_14507	1	1000	0.0080122886974415	1
AHam	CBat	dDocent_Contig_14511	1	1000	-0.0001482742033854	6
AHam	CBat	dDocent_Contig_14519	1	1000	-0.0165820888232782	1
AHam	CBat	dDocent_Contig_14522	1	1000	0.3588417735404989	1
AHam	CBat	dDocent_Contig_14552	1	1000	-0.0131854036405957	5
AHam	CBat	dDocent_Contig_14553	1	1000	-0.0113463838900443	2
AHam	CBat	dDocent_Contig_14555	1	1000	-0.0191896150404604	2
AHam	CBat	dDocent_Contig_14561	1	1000	-0.0027116794088981	2
AHam	CBat	dDocent_Contig_14569	1	1000	-0.0041492084260372	2
AHam	CBat	dDocent_Contig_14583	1	1000	-0.0162327475185291	2
AHam	CBat	dDocent_Contig_14587	1	1000	0.0403513281406791	2
AHam	CBat	dDocent_Contig_14627	1	1000	-0.0113249793144499	2
AHam	CBat	dDocent_Contig_14662	1	1000	-0.0212998333020496	1
AHam	CBat	dDocent_Contig_14681	1	1000	-0.0119397498905248	5
AHam	CBat	dDocent_Contig_14724	1	1000	-0.0148341897694475	1
AHam	CBat	dDocent_Contig_14729	1	1000	0.0004473161009128	2
AHam	CBat	dDocent_Contig_14731	1	1000	-0.017814464139711	1
AHam	CBat	dDocent_Contig_14739	1	1000	0.0856181267194317	1
AHam	CBat	dDocent_Contig_14740	1	1000	-0.0213747898825331	1
AHam	CBat	dDocent_Contig_14744	1	1000	-0.0147865393737044	2
AHam	CBat	dDocent_Contig_14746	1	1000	-0.0049236191472179	3
AHam	CBat	dDocent_Contig_14751	1	1000	0.0585110221721096	2
AHam	CBat	dDocent_Contig_14758	1	1000	-0.0035304919883167	3
AHam	CBat	dDocent_Contig_14760	1	1000	0.0987164949927103	1
AHam	CBat	dDocent_Contig_14769	1	1000	-0.0135958720550602	2
AHam	CBat	dDocent_Contig_14770	1	1000	0.0165148342896793	2
AHam	CBat	dDocent_Contig_14771	1	1000	0.0033527367210786	4
AHam	CBat	dDocent_Contig_14777	1	1000	-0.0197299918219966	1
AHam	CBat	dDocent_Contig_14786	1	1000	-0.0184868185964019	2
AHam	CBat	dDocent_Contig_14789	1	1000	0.0050980078744075	2
AHam	CBat	dDocent_Contig_14800	1	1000	0.0211257474930614	2
AHam	CBat	dDocent_Contig_14803	1	1000	-0.0036810592366968	1
AHam	CBat	dDocent_Contig_14811	1	1000	-0.0014143138934118	3
AHam	CBat	dDocent_Contig_14814	1	1000	-0.0074909865260228	2
AHam	CBat	dDocent_Contig_14818	1	1000	-0.0137849573700827	3
AHam	CBat	dDocent_Contig_14826	1	1000	-0.0149342758435383	2
AHam	CBat	dDocent_Contig_14828	1	1000	-0.0120663083983594	1
AHam	CBat	dDocent_Contig_14830	1	1000	-0.0060543887542398	6
AHam	CBat	dDocent_Contig_14831	1	1000	0.1007641290036788	1
AHam	CBat	dDocent_Contig_14838	1	1000	-0.0214672124315811	6
AHam	CBat	dDocent_Contig_14845	1	1000	0.0266325143050819	3
AHam	CBat	dDocent_Contig_14849	1	1000	0.0104986876640419	1
AHam	CBat	dDocent_Contig_14852	1	1000	-0.0068279262273738	2
AHam	CBat	dDocent_Contig_14859	1	1000	0.0092606019518424	5
AHam	CBat	dDocent_Contig_14863	1	1000	-0.0093715108262577	4
AHam	CBat	dDocent_Contig_14866	1	1000	0.0180082324683496	5
AHam	CBat	dDocent_Contig_14868	1	1000	-0.0032786533204654	1
AHam	CBat	dDocent_Contig_14875	1	1000	0.0012805431239175	3
AHam	CBat	dDocent_Contig_14882	1	1000	-0.0025667351129363	1
AHam	CBat	dDocent_Contig_14895	1	1000	-0.0116360314959627	1
AHam	CBat	dDocent_Contig_14912	1	1000	0.0196027023024899	2
AHam	CBat	dDocent_Contig_14913	1	1000	0.0138593139192395	3
AHam	CBat	dDocent_Contig_14921	1	1000	0.0008008731502454	3
AHam	CBat	dDocent_Contig_14922	1	1000	0.0227779648177762	1
AHam	CBat	dDocent_Contig_14925	1	1000	-0.0168688492151801	6
AHam	CBat	dDocent_Contig_14928	1	1000	0.0231365240931988	1
AHam	CBat	dDocent_Contig_14932	1	1000	-0.0025667351129363	2
AHam	CBat	dDocent_Contig_14941	1	1000	-0.0050465480689464	1
AHam	CBat	dDocent_Contig_14942	1	1000	-0.0133163682534729	4
AHam	CBat	dDocent_Contig_14945	1	1000	0.0375129923928856	3
AHam	CBat	dDocent_Contig_14949	1	1000	-0.007852855175833	2
AHam	CBat	dDocent_Contig_14962	1	1000	0.0032770675200709	6
AHam	CBat	dDocent_Contig_14968	1	1000	0.039578993531411	1
AHam	CBat	dDocent_Contig_14977	1	1000	-0.0009800198813513	6
AHam	CBat	dDocent_Contig_15007	1	1000	-0.0040933747188603	1
AHam	CBat	dDocent_Contig_15029	1	1000	-0.0030200089555112	2
AHam	CBat	dDocent_Contig_15036	1	1000	-0.0036810592366968	1
AHam	CBat	dDocent_Contig_15038	1	1000	-0.0174436946918752	7
AHam	CBat	dDocent_Contig_15063	1	1000	-0.0113463838900443	1
AHam	CBat	dDocent_Contig_15087	1	1000	0.0464932056800216	7
AHam	CBat	dDocent_Contig_15106	1	1000	0.0368712556406664	4
AHam	CBat	dDocent_Contig_15110	1	1000	-0.0124411561278253	1
AHam	CBat	dDocent_Contig_15113	1	1000	0.0303658023209341	1
AHam	CBat	dDocent_Contig_15117	1	1000	0.0237843018044503	5
AHam	CBat	dDocent_Contig_15118	1	1000	0.0200255153146179	4
AHam	CBat	dDocent_Contig_15131	1	1000	-0.0060207456874194	2
AHam	CBat	dDocent_Contig_15151	1	1000	-0.0036869466518417	5
AHam	CBat	dDocent_Contig_15164	1	1000	0.0073618445073462	6
AHam	CBat	dDocent_Contig_15171	1	1000	-0.0195723668240885	2
AHam	CBat	dDocent_Contig_15187	1	1000	-0.0134904118673879	1
AHam	CBat	dDocent_Contig_15191	1	1000	-0.0188008556220094	1
AHam	CBat	dDocent_Contig_15226	1	1000	-0.0172248863710273	2
AHam	CBat	dDocent_Contig_15227	1	1000	-0.0127133651429154	5
AHam	CBat	dDocent_Contig_15231	1	1000	-0.00195334641349	1
AHam	CBat	dDocent_Contig_15240	1	1000	-0.018113182398398	3
AHam	CBat	dDocent_Contig_15264	1	1000	-0.0161845427641689	3
AHam	CBat	dDocent_Contig_15266	1	1000	0.0027699698023308	3
AHam	CBat	dDocent_Contig_15269	1	1000	-0.0126042112651445	1
AHam	CBat	dDocent_Contig_15271	1	1000	-0.0032786533204654	1
AHam	CBat	dDocent_Contig_15280	1	1000	-0.0137378485992137	1
AHam	CBat	dDocent_Contig_15281	1	1000	-0.0082835288250692	3
AHam	CBat	dDocent_Contig_15285	1	1000	-0.0169257734834457	4
AHam	CBat	dDocent_Contig_15324	1	1000	-0.0146224682726444	1
AHam	CBat	dDocent_Contig_15329	1	1000	-0.0020596355106239	1
AHam	CBat	dDocent_Contig_15335	1	1000	-0.0090876145259925	4
AHam	CBat	dDocent_Contig_15355	1	1000	0.0353825310337145	7
AHam	CBat	dDocent_Contig_15357	1	1000	-0.0121740992465405	5
AHam	CBat	dDocent_Contig_15365	1	1000	-0.0129020018589879	1
AHam	CBat	dDocent_Contig_15375	1	1000	0.0072450824979347	1
AHam	CBat	dDocent_Contig_15377	1	1000	0.0186967900384646	6
